,ID,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
2990,358189,345000.0,2013-07-01,Present,Software Engineer,Pune,M,1989-11-20,74.8,Cbse,2007.0,75.4,Cbse,167,2,B.Tech/B.E.,Electronics And Communication Engineering,64.19,167,0,Haryana,2012,605,435,525,0.6944793277,-1,366,-1,-1,-1,-1,-1,-1.0135,-0.2793,-0.1988,0.7493,-0.2875
2991,274453,175000.0,2011-06-01,8/1/12 0:00,Qa Analyst,Hyderabad,M,1990-09-01,88.5,Ssc,2007.0,94.7,"Board Of Intermediate Education,Ap",499,2,B.Tech/B.E.,Electronics And Electrical Engineering,77.5,499,1,Telangana,2011,435,555,635,0.538386893,315,333,-1,-1,-1,-1,-1,0.8192,1.1248,1.688,-1.8179,-0.9194
2992,1035873,400000.0,2014-08-01,Present,Software Engineer,-1,M,1992-04-18,67.1,Cbse,2009.0,57.2,Cbse,7770,2,B.Tech/B.E.,Electronics And Communication Engineering,73.6,7770,0,Madhya Pradesh,2013,545,655,570,-1.0,575,-1,469,-1,-1,-1,-1,-0.159,0.2124,0.9322,0.653,-1.244
2993,439125,450000.0,2013-03-01,Present,Enterprise Solutions Developer,Trivandrum,M,1989-01-27,88.53,Board Of Secondary Education (Bse) Orissa,2007.0,83.88,Certificate For Higher Secondary Education (Chse)Orissa,3081,2,B.Tech/B.E.,Electronics & Telecommunications,77.1,3081,0,Orissa,2012,595,585,565,0.960603252,-1,466,-1,-1,-1,-1,-1,-1.1901,-0.6693,-1.4688,0.0623,-1.3934
2994,536796,370000.0,2013-09-01,4/1/15 0:00,Assistant System Engineer,-1,M,1991-05-04,87.2,0,2008.0,72.0,0,124,2,B.Tech/B.E.,Information Technology,75.0,124,0,Orissa,2013,500,520,470,0.6000571823,435,-1,-1,-1,-1,-1,-1,-0.7264,-0.2012,-0.598,1.7074,-1.0774
2995,326334,325000.0,2012-03-01,4/1/15 0:00,Assistant Manager,Chennai,F,1990-08-25,74.6,Stateboard,2008.0,83.75,Stateboard,439,2,B.Tech/B.E.,Computer Engineering,70.0,439,1,Tamil Nadu,2012,325,375,335,0.276047228,345,-1,-1,-1,-1,-1,-1,-0.1082,0.0328,-0.7794,-0.2902,0.0679
2996,827283,300000.0,2014-01-01,Present,Java Software Engineer,Noida,M,1993-01-13,85.0,Cbse,2010.0,84.0,Cbse,70,2,B.Tech/B.E.,Information Technology,77.7,70,0,Uttar Pradesh,2014,545,520,575,0.3565364877,465,-1,346,-1,-1,-1,-1,0.4155,0.2124,-0.9122,-0.995,-0.6692
2997,806389,280000.0,2014-01-01,8/1/14 0:00,Information Technology Specialist,Gurgaon,M,1993-01-14,77.0,Cbse,2010.0,68.0,Cbse,11759,2,B.Tech/B.E.,Computer Science & Engineering,68.0,11759,0,Uttarakhand,2014,430,640,470,0.2378028398,435,-1,315,-1,-1,-1,-1,-2.1698,-1.2861,-0.7585,2.0475,-0.2859
2999,274473,440000.0,2012-08-01,Present,Assistant Manager,Hyderabad,F,1990-01-31,87.0,0,2007.0,94.0,0,499,2,B.Tech/B.E.,Electronics And Communication Engineering,74.0,499,1,Telangana,2011,544,615,625,0.6944793277,-1,366,-1,-1,-1,420,-1,-1.0355,0.8128,-0.6343,-1.2303,0.0284
3000,1117115,150000.0,2015-04-01,Present,Java Developer,Bangalore,F,1992-06-19,82.46,State Board,2009.0,71.0,State Board,6978,2,B.Tech/B.E.,Electronics & Telecommunications,67.81,6978,0,Maharashtra,2013,535,470,450,0.3387863472,555,292,-1,-1,-1,-1,-1,0.8463,0.7119,-0.1437,-0.1076,-0.0943
3002,984667,60000.0,2015-05-01,7/1/15 0:00,Technical Writer,Noida,M,1993-11-16,74.5,Cbse,2010.0,62.0,Cbse,387,2,B.Tech/B.E.,Mechanical Engineering,63.82,387,0,Uttar Pradesh,2015,615,470,560,0.4590158405,-1,-1,-1,376,-1,-1,-1,0.2718,0.7119,-0.4511,0.653,0.4805
3003,96708,400000.0,2012-02-01,5/1/14 0:00,Systems Engineer,Bangalore,F,1987-08-10,71.0,Icse,2005.0,72.0,Icse,5086,2,Mca,Computer Application,78.0,5086,0,Karnataka,2011,355,375,425,0.7357957092,475,-1,-1,-1,-1,-1,-1,1.1283,1.7488,1.9782,-0.1727,0.8183
3004,1053501,400000.0,2014-03-01,Present,Java Software Engineer,Noida,M,1992-05-20,67.5,State Board,2008.0,80.4,State Board,6271,2,B.Tech/B.E.,Information Technology,76.0,6271,0,Uttarakhand,2013,630,545,620,0.9113952784,505,-1,500,-1,-1,-1,-1,-0.0154,1.3779,0.6248,-1.3753,0.0973
3005,451922,100000.0,2013-08-01,4/1/14 0:00,Front End Web Developer,Coimbatore,F,1990-11-07,85.0,Stateboard,2008.0,73.0,Stateboard,11283,2,B.Tech/B.E.,Electronics And Electrical Engineering,77.0,11283,0,Tamil Nadu,2012,355,405,305,0.124502074,315,233,-1,-1,-1,-1,-1,-0.2628,1.1248,-2.0856,-0.5253,-0.7615
3006,1084099,295000.0,2014-02-01,Present,Java Software Engineer,Hyderabad,M,1990-12-19,72.0,State Board,2008.0,60.0,State Board,8946,2,B.Tech/B.E.,Computer Science & Engineering,63.0,8946,1,Telangana,2013,440,300,285,-1.0,-1,-1,-1,-1,-1,-1,-1,1.8517,0.8784,1.547,-0.2344,0.4805
3007,1267237,240000.0,2014-10-01,Present,Software Test Engineer,Bangalore,F,1991-12-12,72.8,Cbse,2009.0,65.6,Cbse,3002,2,B.Tech/B.E.,Electronics And Electrical Engineering,70.0,3002,0,Orissa,2013,545,470,380,0.1121394382,355,228,-1,-1,-1,-1,-1,1.2772,0.7119,0.7785,-1.1218,0.6721
3008,416239,205000.0,2012-11-01,Present,Software Test Engineer,Noida,M,1990-07-29,60.0,Up Board,2007.0,60.0,Up Board,53,2,B.Tech/B.E.,Computer Engineering,65.86,53,0,Uttar Pradesh,2012,415,405,345,0.216785486,325,-1,-1,-1,-1,-1,-1,-0.7264,-1.7056,0.1138,0.0623,-1.8673
3009,483282,100000.0,2012-07-01,9/1/13 0:00,Software Engineer,Bhopal,M,1990-09-21,72.6,Mp Board,2008.0,77.7,Mp Board,220,2,B.Tech/B.E.,Information Technology,75.94,220,0,Madhya Pradesh,2012,225,485,395,0.8194165298,505,-1,-1,-1,-1,-1,-1,0.7419,0.1888,0.2366,1.678,0.1864
3010,601305,200000.0,2013-06-01,Present,Quality Engineer,Ludhiana,M,1990-12-11,73.0,State Board,2009.0,59.0,State Board,272,2,B.Tech/B.E.,Mechanical Engineering,72.99,272,0,Punjab,2013,275,535,560,0.945134856,335,-1,-1,526,-1,-1,-1,-0.159,-0.1206,-0.2974,-0.7415,-0.2859
3011,103165,300000.0,2010-08-01,4/1/12 0:00,Software Developer,Chennai,M,1988-12-09,76.7,Matriculation,2006.0,80.0,State Board,1263,2,B.Tech/B.E.,Computer Engineering,77.4,1263,1,Tamil Nadu,2010,415,465,565,0.3084005829,355,-1,-1,-1,-1,-1,-1,1.1283,-0.7473,0.0914,-1.2303,0.5024
3012,901224,315000.0,2014-07-01,Present,Associate Software Engineer,Bengaluru,F,1993-07-05,85.76,State Board,2010.0,83.83,State Board,316,2,B.Tech/B.E.,Computer Science & Engineering,78.15,316,1,Karnataka,2014,520,630,560,0.9743961125,615,-1,-1,-1,-1,-1,-1,-1.5953,-1.4859,-1.7086,-0.4879,-1.9234
3013,575114,380000.0,2013-08-01,Present,Java Developer,Indore,M,1991-11-10,80.8,Cbse,2009.0,70.4,Cbse,5400,2,B.Tech/B.E.,Computer Science & Engineering,69.3,5400,0,Madhya Pradesh,2013,450,450,560,0.7656735812,485,-1,-1,-1,-1,-1,-1,1.5644,0.2124,-0.7585,-1.6289,-0.6692
3014,1161518,240000.0,2014-08-01,Present,Business Development Manager,Noida,M,1992-07-14,76.0,Icse,2010.0,63.0,Icse,66,2,B.Tech/B.E.,Computer Science & Engineering,60.0,66,0,Uttar Pradesh,2014,675,640,605,0.4867470084,525,-1,376,-1,-1,-1,-1,-0.3027,1.7109,0.7785,-1.6289,1.247
3016,140121,90000.0,2011-09-01,8/1/13 0:00,Embedded Software Engineer,Bangalore,M,1988-06-15,90.24,Karnataka State Secondary Education Board,2006.0,81.5,Karnataka State Board,6810,2,M.Tech./M.E.,Electronics And Communication Engineering,82.0,6810,0,Karnataka,2012,475,415,455,0.8246664007,425,400,-1,-1,-1,-1,-1,0.3555,0.6568,1.1074,-0.9953,0.9763
3017,1095129,300000.0,2015-03-01,Present,Engineer,Hyderabad,M,1992-06-05,74.0,Cbse,2010.0,69.0,Cbse,5400,2,B.Tech/B.E.,Electronics And Instrumentation Engineering,65.3,5400,0,Madhya Pradesh,2014,700,700,690,0.8498027135,475,-1,-1,-1,-1,-1,-1,-0.159,0.8784,0.3174,0.0192,0.6721
3018,1063434,175000.0,2014-01-01,2/1/15 0:00,Rf Engineer,Gurgaon,M,1990-12-27,68.3,State Board,2008.0,81.3,State Board,2688,2,B.Tech/B.E.,Electronics & Telecommunications,76.0,2688,0,Madhya Pradesh,2013,385,435,570,0.9432721579,-1,452,-1,-1,-1,-1,-1,0.1282,-0.1206,-0.9122,0.0192,0.0973
3019,329579,100000.0,2011-12-01,6/1/13 0:00,Android Developer,Kolkata,M,1989-04-02,75.62,0,2006.0,59.0,0,253,2,Mca,Computer Application,83.52,253,1,West Bengal,2012,355,575,615,0.9154184348,554,-1,-1,-1,-1,-1,-1,-0.1855,1.1248,0.2366,-0.17277,-0.1295
3021,220779,435000.0,2011-07-01,4/1/15 0:00,System Engineer,Gurgaon,M,1988-05-11,82.8,0,2006.0,80.4,0,285,1,B.Tech/B.E.,Electronics And Instrumentation Engineering,80.7,285,0,Punjab,2011,475,545,585,0.8246664007,-1,400,-1,-1,-1,-1,-1,-0.1082,-1.2153,-1.3599,-0.6428,-0.1295
3022,109571,50000.0,2011-11-01,11/1/12 0:00,Marketing Analyst,Secunderabad,F,1988-06-25,78.0,Ssc,2006.0,82.0,Board Of Intermediate,1014,2,B.Tech/B.E.,Electronics And Instrumentation Engineering,61.0,1014,0,Andhra Pradesh,2010,405,465,425,0.02331216824,345,166,-1,-1,-1,-1,-1,0.2009,0.8128,-0.344,-0.5253,0.6603
3023,682141,145000.0,2014-04-01,9/1/14 0:00,Programmer,New Delhi,M,1988-07-14,54.8,State Board,2007.0,61.6,State Board,44,2,Mca,Computer Application,73.3,44,0,Uttar Pradesh,2013,415,645,735,0.9682374959,605,-1,-1,-1,-1,-1,-1,0.1282,-0.1206,-1.3733,-1.1218,-0.4776
3024,1017485,200000.0,2014-06-01,Present,Process Executive,Gurgaon,F,1991-09-04,72.8,Cbse,2008.0,63.0,Cbse,7769,2,Mca,Computer Application,73.6,7769,1,Delhi,2014,560,580,620,0.4867470084,515,-1,376,-1,-1,-1,-1,0.1282,-0.2871,-0.2974,-1.3753,0.6721
3025,308991,250000.0,2013-08-01,12/1/14 0:00,Sql Developer,Meerut,F,1991-04-07,68.0,Up Board,2009.0,64.0,Up Board,5904,2,B.Tech/B.E.,Information Technology,70.0,5904,0,Uttar Pradesh,2013,465,335,355,0.4508765845,395,-1,-1,-1,-1,-1,-1,0.9737,0.6568,0.672,1.3549,0.6603
3026,345243,500000.0,2013-06-01,Present,Software Engineer,Gurgaon,F,1989-03-15,93.6,Cbse,2007.0,86.4,Cbse,55,2,B.Tech/B.E.,Computer Engineering,77.7,55,0,Uttar Pradesh,2012,605,635,525,0.7935806145,495,-1,-1,-1,-1,-1,-1,-0.5719,0.1888,-0.4891,-0.40777,-0.643
3027,1082762,325000.0,2014-12-01,4/1/15 0:00,Systems Engineer,Kolkata,M,1991-08-16,90.4,Icse,2010.0,89.8,Icse,2066,2,B.Tech/B.E.,Computer Science & Engineering,86.0,2066,1,West Bengal,2014,665,545,655,0.9912306253,655,-1,592,-1,-1,-1,-1,0.4155,0.7119,-1.0659,-0.8682,-0.6692
3028,1106129,230000.0,2014-07-01,3/1/15 0:00,Software Engineer,Jaipur,M,1993-06-26,92.5,State Board,2010.0,77.6,Cbse,167,2,B.Tech/B.E.,Computer Science & Engineering,78.3,167,0,Haryana,2014,430,510,605,0.9787992926,645,-1,561,-1,-1,-1,-1,0.4155,0.3789,-0.1437,-1.1218,0.4805
3029,471396,245000.0,2013-09-01,4/1/15 0:00,Assistant Manager,Gurgaon,M,1991-09-12,82.2,Cbse,2009.0,82.4,Cbse,57,2,B.Tech/B.E.,Mechanical Engineering,73.0,57,0,Haryana,2013,515,565,505,0.6070340381,-1,-1,-1,409,-1,-1,-1,0.6646,1.4368,-0.344,-1.1128,0.3049
3030,806636,240000.0,2014-01-01,3/1/14 0:00,Sales Associate,-1,M,1992-05-20,82.2,Cbse,2010.0,69.8,Cbse,11759,2,B.Tech/B.E.,Electronics And Communication Engineering,62.2,11759,0,Uttarakhand,2014,520,560,650,0.2073921697,-1,260,-1,-1,-1,-1,-1,-1.1644,0.0459,1.2396,1.9207,-0.2859
3031,123182,160000.0,2014-01-01,4/1/14 0:00,Web Developer,Chandigarh,F,1989-07-16,78.0,Cbse,2007.0,66.67,Cbse,15644,2,Mca,Computer Application,64.67,15644,1,Rajasthan,2013,365,464,375,0.2378028398,425,-1,315,-1,-1,-1,-1,-1.1644,-0.1206,-0.2974,-1.2486,0.8637
3032,661327,325000.0,2014-02-01,Present,System Engineer,Chennai,F,1991-07-15,73.0,Cbse,2009.0,76.0,Cbse,12289,2,B.Tech/B.E.,Electronics And Communication Engineering,78.9,12289,1,Rajasthan,2013,510,450,665,0.538386893,-1,333,-1,-1,-1,366,-1,-0.0154,-0.7866,-0.4511,-1.8824,1.247
3033,309911,100000.0,2012-03-01,1/1/13 0:00,Research Analyst,Udaipur,F,1989-01-22,73.83,Rbse,2005.0,72.0,Rbse,5050,2,Mca,Computer Application,72.0,5050,0,Rajasthan,2011,485,375,445,0.4883479768,405,-1,-1,-1,-1,-1,-1,-0.5719,0.5008,0.3817,0.6498,-0.7615
3034,582336,335000.0,2013-08-01,4/1/15 0:00,System Engineer,Noida,M,1992-05-14,86.33,Cbse,2009.0,85.8,Cbse,8195,1,B.Tech/B.E.,Electronics And Communication Engineering,79.8,8195,1,Delhi,2013,570,555,780,0.9986802457,545,566,-1,-1,-1,446,-1,-0.0154,-0.1206,0.01,0.0192,-0.0943
3035,754239,150000.0,2014-03-01,Present,Software Engineer,Hyderabad,M,1991-11-03,70.3,State Board,2009.0,89.1,State Board,1412,2,B.Tech/B.E.,Computer Science & Engineering,68.18,1412,1,Telangana,2013,505,440,565,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.5899,0.2124,0.4711,-1.8824,-1.244
3036,663821,180000.0,2013-12-01,6/1/14 0:00,Site Engineer,New Delhi,M,1991-05-24,68.6,Cbse,2008.0,59.2,Cbse,4450,2,B.Tech/B.E.,Electronics And Electrical Engineering,67.9,4450,0,Uttar Pradesh,2017,275,350,400,0.1636309266,335,-1,-1,-1,313,-1,-1,1.4208,1.3779,1.0859,-1.7556,0.8637
3037,352449,350000.0,2013-11-01,Present,Systems Engineer,Mumbai,M,1990-10-05,81.86,0,2008.0,67.74,0,8148,2,B.Tech/B.E.,Electronics & Telecommunications,72.22,8148,0,Maharashtra,2012,445,435,575,0.538386893,505,333,-1,-1,-1,260,-1,0.3555,0.6568,0.2366,1.1199,-0.0506
3038,196682,420000.0,2012-07-01,Present,Engineer,-1,M,1989-12-19,56.0,Cbse,2007.0,62.0,Cbse,184,2,B.Tech/B.E.,Electronics And Instrumentation Engineering,69.0,184,0,Uttar Pradesh,2011,355,425,555,0.8246664007,255,400,-1,-1,-1,366,-1,0.6646,-0.7473,0.3817,-0.1727,0.3444
3039,47709,325000.0,2010-09-01,8/1/12 0:00,Software Engineer,Mumbai,M,1988-10-26,88.0,Maharashtra State Board For Ssc,2006.0,78.0,Maharashtra State Board For Hsc,438,1,B.Tech/B.E.,Computer Engineering,54.0,438,1,Maharashtra,2010,615,605,605,0.6000571823,435,-1,-1,-1,-1,-1,-1,-1.1901,-0.9033,-0.6343,0.1798,-0.7615
3040,988792,200000.0,2014-01-01,7/1/14 0:00,Graduate Trainee Engineer,Noida,F,1989-11-13,68.0,Cbse,2008.0,74.0,Cbse,2647,2,Mca,Computer Application,76.0,2647,0,Uttar Pradesh,2014,360,545,520,0.744758354,415,-1,438,-1,-1,-1,-1,-0.0154,-0.7866,0.7785,0.9066,0.4805
3041,641272,335000.0,2014-02-01,Present,Application Developer,Pune,F,1992-04-04,86.8,State Board,2009.0,91.7,State Board,9769,2,B.Tech/B.E.,Electronics And Communication Engineering,79.75,9769,1,Telangana,2013,650,585,735,0.6944793277,-1,366,-1,-1,-1,-1,-1,0.99,0.8784,-0.1437,-0.8682,-0.6692
3042,587580,240000.0,2013-04-01,Present,Software Engineer,Noida,M,1991-03-17,65.0,Uttar Pradesh Board,2008.0,61.0,Uttar Pradesh Board,7341,2,B.Tech/B.E.,Computer Engineering,69.9,7341,0,Uttar Pradesh,2012,485,475,620,0.7357957092,475,-1,-1,-1,-1,-1,-1,0.2718,0.7119,1.8543,-0.7415,1.0554
3043,258861,250000.0,2012-02-01,5/1/14 0:00,Front End Developer,Jodhpur,M,1989-09-02,55.5,Rbse,2007.0,59.38,Rbse,11444,2,B.Tech/B.E.,Computer Engineering,64.4,11444,0,Rajasthan,2011,485,495,575,0.8194165298,505,-1,-1,-1,-1,-1,-1,-0.4173,1.1248,-1.2148,-0.0552,0.3444
3044,837923,360000.0,2013-12-01,3/1/15 0:00,Junior Engineer,-1,M,1993-07-07,78.0,Cbse,2008.0,73.4,Cbse,28,2,B.Tech/B.E.,Computer Science & Engineering,69.0,28,1,Delhi,2013,850,680,735,0.9988761081,715,-1,653,-1,-1,-1,-1,1.1336,0.7119,0.9322,-1.1218,-0.6692
3045,35694,180000.0,2013-01-01,12/1/13 0:00,Get,Sahibabad,M,1989-06-18,84.8,Cbse,2006.0,85.8,Cbse,225,2,B.Tech/B.E.,Electronics And Electrical Engineering,67.0,225,1,Delhi,2012,475,605,605,0.2294817549,425,266,-1,-1,-1,-1,-1,0.0464,-0.1232,-1.0697,1.0024,-0.2875
3046,810345,150000.0,2014-07-01,Present,Production Engineer,Ghaziabad,M,1990-08-01,71.17,State Board,2008.0,61.2,State Board,64,2,B.Tech/B.E.,Electronics And Communication Engineering,64.4,64,0,Uttar Pradesh,2014,360,525,650,0.2073921697,325,260,-1,-1,-1,516,-1,-0.3027,0.0459,0.1637,0.0192,-0.2859
3048,614210,225000.0,2013-12-01,Present,Technical Support Engineer,-1,M,1992-09-22,87.0,Cbse,2010.0,76.8,Cbse,17205,2,B.Tech/B.E.,Electronics And Electrical Engineering,69.93,17205,0,Punjab,2014,720,620,500,0.9383991368,-1,-1,-1,-1,553,-1,-1,-0.4463,-0.1206,-0.1437,0.9066,-1.8189
3049,82986,420000.0,2011-02-01,2/1/14 0:00,Production Engineer,Neemrana,M,1989-05-29,58.5,Up Board,2005.0,67.4,Up Board,70,2,B.Tech/B.E.,Electronics And Electrical Engineering,72.0,70,0,Uttar Pradesh,2010,405,595,625,0.960603252,435,466,-1,-1,-1,-1,-1,-1.0355,0.1888,0.8171,-1.4653,0.1864
3050,857222,260000.0,2014-03-01,Present,Data Analyst,Gurgaon,M,1990-10-10,77.6,Cbse,2008.0,72.6,Cbse,5147,2,B.Tech/B.E.,Computer Science & Engineering,63.22,5147,0,Jammu And Kashmir,2012,475,645,735,0.8646854134,525,-1,-1,-1,-1,-1,-1,-1.1644,-0.2871,-1.2196,2.4278,0.0973
3051,525682,360000.0,2013-03-01,Present,Software Engineer,Bangalore,M,1990-10-04,83.66,Board Of Secondary Education,2008.0,93.9,Board Of Intermediate Education,3026,2,B.Tech/B.E.,Computer Science & Engineering,73.31,3026,1,Telangana,2012,485,640,735,0.9303706072,565,-1,-1,-1,-1,-1,-1,1.2056,0.9688,-0.4891,-0.6134,0.0284
3052,1270682,205000.0,2014-09-01,Present,Software Developer,Chennai,M,1993-03-09,89.4,State Board,2010.0,94.5,State Board,551,2,B.Tech/B.E.,Computer Science & Engineering,74.0,551,0,Tamil Nadu,2014,490,445,405,0.08005528134,385,-1,253,-1,-1,-1,-1,1.9953,1.5444,-1.2196,-1.7556,1.247
3053,606946,350000.0,2014-10-01,Present,Software Engineer,-1,M,1992-01-19,91.68,State Board,2009.0,69.16,State Board,9159,2,B.Tech/B.E.,Information Technology,66.0,9159,1,Karnataka,2013,555,610,590,0.9872070859,645,-1,-1,-1,-1,-1,-1,-0.5899,0.0459,0.7785,-0.995,-0.0943
3054,320298,500000.0,2012-11-01,Present,Business Analyst Consultant,-1,M,1989-01-11,69.3,Board Of Secondary School Education,2006.0,89.6,Board Of Intermeadiate Education,5015,2,Mca,Computer Application,74.0,5015,0,Andhra Pradesh,2012,405,455,555,0.6707431514,455,-1,-1,-1,-1,-1,-1,-0.2628,0.2668,0.5994,-0.2902,-1.0774
3055,676260,335000.0,2013-11-01,Present,Quality Assurance Analyst,-1,M,1991-07-18,81.6,Cbse,2009.0,76.4,Cbse,547,2,B.Tech/B.E.,Electrical Engineering,72.65,547,0,Madhya Pradesh,2013,450,525,720,0.2432086567,-1,-1,-1,-1,340,-1,-1,-1.308,0.3789,0.4711,-0.6147,-0.0943
3056,331083,335000.0,2012-11-01,4/1/15 0:00,System Engineer,Chennai,M,1991-08-16,89.9,Ssc,2008.0,90.1,Ipe,9769,2,B.Tech/B.E.,Computer Engineering,74.5,9769,1,Telangana,2012,525,455,515,0.4883479768,405,-1,-1,-1,-1,-1,-1,0.9737,0.9688,-1.0334,-1.4653,-0.2875
3057,1113276,180000.0,2014-07-01,3/1/15 0:00,Software Engineer,Noida,M,1992-06-23,84.0,Cbse,2010.0,81.0,Cbse,12502,2,B.Tech/B.E.,Computer Science & Engineering,75.0,12502,0,Haryana,2014,755,570,570,0.9538997751,485,-1,530,-1,-1,-1,-1,-0.3027,0.7119,-0.1437,-0.7415,-1.4356
3058,568835,180000.0,2012-05-01,7/1/12 0:00,.Net Web Developer,Jaipur,M,1991-01-07,77.2,Cbse,2008.0,79.8,Cbse,13594,1,B.Tech/B.E.,Computer Science & Engineering,74.0,13594,0,Uttar Pradesh,2012,415,450,500,0.4508765845,395,-1,-1,-1,-1,-1,-1,-0.4463,-0.1206,-0.4511,0.653,-0.2859
3059,620412,300000.0,2014-02-01,Present,Project Engineer,Bangalore,M,1992-02-20,86.4,Cbse,2009.0,95.8,State Board,9931,2,B.Tech/B.E.,Electronics And Communication Engineering,84.85,9931,1,Telangana,2013,485,665,705,0.3760595867,-1,300,-1,-1,-1,-1,-1,0.2718,-0.7866,-0.4511,-0.8682,-2.2021
3060,306978,330000.0,2011-07-01,Present,Quality Analyst,New Delhi,M,1987-06-01,69.0,Icse,2005.0,58.0,Up Board,3802,2,B.Tech/B.E.,Information Technology,61.0,3802,0,Uttar Pradesh,2010,565,535,545,0.7656735812,485,-1,-1,-1,-1,-1,-1,-1.4992,0.9688,-0.344,0.5323,0.3444
3061,1120667,220000.0,2013-08-01,Present,Software Test Engineer,Bangalore,F,1991-09-18,70.0,State Board,2007.0,67.0,State Board,3579,2,B.Tech/B.E.,Information Technology,72.89,3579,0,Uttar Pradesh,2013,370,425,430,0.1447898895,325,-1,284,-1,-1,-1,-1,0.4155,0.3789,1.0859,0.2727,0.2889
3062,230785,250000.0,2013-11-01,8/1/15 0:00,.Net Developer,Pune,F,1990-09-09,85.67,Latur Board,2007.0,75.67,Latur Board,974,2,B.Tech/B.E.,Computer Engineering,66.67,974,0,Maharashtra,2011,464,475,445,0.7357957092,475,-1,-1,-1,-1,-1,-1,0.51,0.1888,-0.344,0.0623,0.3444
3063,308245,350000.0,2013-08-01,4/1/15 0:00,Software Developer,Noida,M,1990-05-01,79.5,Up Board,2007.0,77.8,Up Board,350,2,B.Tech/B.E.,Information Technology,69.88,350,0,Uttar Pradesh,2012,535,404,535,0.6707431514,455,-1,-1,-1,-1,-1,-1,-0.881,0.3448,-0.0537,-0.5253,0.8183
3064,1128210,120000.0,2013-05-01,2/1/14 0:00,Quality Assurance Tester,Chennai,M,1989-02-25,64.0,State Board,2007.0,71.0,State Board,129,2,Mca,Computer Application,68.0,129,0,Tamil Nadu,2013,405,505,440,0.6226429158,365,-1,407,-1,-1,-1,-1,1.4208,-0.6201,0.4711,-2.0092,-1.4356
3065,46790,185000.0,2011-10-01,Present,Junior Research Fellow,Chennai,M,1989-05-29,94.0,State Board,2006.0,83.0,State Board,431,2,B.Tech/B.E.,Electronics And Communication Engineering,69.0,431,0,Tamil Nadu,2010,495,455,495,0.2294817549,415,266,-1,-1,-1,-1,-1,-0.7264,-0.5913,1.9782,-0.0552,1.2923
3066,578364,150000.0,2014-05-01,Present,Desktop Support Technician,Noida,M,1989-07-17,73.2,Cbse,2007.0,74.6,Cbse,5399,2,B.Tech/B.E.,Information Technology,76.75,5399,0,Bihar,2011,450,560,470,0.7357957092,475,-1,-1,-1,-1,-1,-1,0.5591,-0.6201,-0.4511,-0.4879,0.2889
3067,922658,220000.0,2014-08-01,4/1/15 0:00,Junior Engineer,Noida,F,1992-10-31,62.6,Icse,2010.0,68.04,Icse,272,2,B.Tech/B.E.,Computer Science & Engineering,71.1,272,0,Punjab,2014,545,495,415,0.3565364877,425,-1,346,-1,-1,-1,-1,-0.3027,0.7119,-1.6807,-0.1076,0.8637
3068,793197,120000.0,2014-08-01,4/1/15 0:00,Java Software Engineer,Pune,M,1988-08-12,65.41,State Board,2008.0,77.81,State Board,5111,2,Mca,Computer Application,74.32,5111,0,Maharashtra,2014,360,410,385,0.7935806145,495,-1,-1,-1,-1,-1,-1,-0.159,-0.4536,0.4711,0.5262,-0.0943
3069,942093,240000.0,2014-08-01,Present,Software Developer,Hyderabad,F,1992-09-12,82.0,Cbse,2010.0,83.3,State Board,7225,2,B.Tech/B.E.,Computer Science & Engineering,76.97,7225,1,Telangana,2014,545,450,530,0.7040904121,465,-1,-1,-1,-1,-1,-1,0.99,1.2114,0.7785,0.3995,0.6721
3070,1078108,325000.0,2014-02-01,Present,Systems Engineer,Mangalore,F,1991-07-14,90.0,State Board,2009.0,89.26,State Board,4734,2,B.Tech/B.E.,Electronics And Communication Engineering,71.0,4734,0,Kerala,2013,605,545,585,0.7833035367,-1,388,-1,-1,-1,388,-1,0.8463,0.3789,1.0859,-1.7556,-0.0943
3071,226017,305000.0,2013-04-01,Present,Assistant Manager,New Delhi,M,1989-11-19,83.2,Cbse,2007.0,61.4,Cbse,8099,2,B.Tech/B.E.,Mechanical Engineering,58.0,8099,0,Karnataka,2012,515,445,565,0.2067106183,-1,-1,-1,313,-1,-1,-1,-1.1901,0.6568,0.2366,-0.2902,-0.2875
3072,536761,360000.0,2013-09-01,Present,Assistant System Engineer,-1,M,1991-06-23,80.0,Bse,2008.0,63.83,Chse,124,2,B.Tech/B.E.,Information Technology,76.44,124,0,Orissa,2013,500,555,470,0.9421165515,575,-1,-1,-1,-1,-1,-1,-0.4173,0.8128,-1.5051,0.0623,-0.5245
3073,307997,145000.0,2013-11-01,5/1/15 0:00,Software Developer,Pune,M,1988-04-01,57.5,Up,2004.0,68.8,Up,350,2,Mca,Computer Application,67.8,350,0,Uttar Pradesh,2012,355,265,465,0.5632678237,425,-1,-1,-1,-1,-1,-1,0.3555,-0.9033,-1.0697,0.5323,-1.3934
